"","year","age_group_5_years","race_eth","first_degree_hx","age_menarche","age_first_birth","BIRADS_breast_density","current_hrt","menopaus","bmi_group","biophx","breast_cancer_history","count"
"429647",2003,7,9,0,9,9,3,0,2,9,9,1,3
"583777.1",2004,10,9,0,9,9,2,0,2,9,0,0,401
"958516",2008,5,5,0,9,9,9,0,1,2,0,0,31
"48893",2000,6,2,9,9,9,3,0,1,9,1,9,46
"21564",2000,5,1,0,1,1,3,0,1,3,0,0,48
"939088.1",2008,4,1,0,9,9,2,0,1,9,0,0,889
"80107",2000,9,1,0,1,0,3,0,2,2,0,0,13
"960121",2008,5,9,0,9,2,2,0,9,9,0,0,105
"1918",2000,2,1,9,9,9,9,9,9,9,0,9,46
"476237",2003,13,1,1,9,3,2,0,2,2,0,0,1
"847980",2007,5,1,1,9,9,4,0,3,9,0,9,1
"915300",2007,10,9,0,9,2,2,0,2,9,0,1,3
"524382",2004,6,1,1,1,1,4,0,2,1,1,0,2
"1114993",2009,9,1,0,9,9,2,0,2,1,1,0,115
"611701",2005,4,1,0,9,9,3,9,1,2,1,0,2
"873437",2007,6,9,0,9,3,2,0,9,9,0,0,253
"296620",2002,7,1,0,2,1,4,9,2,9,1,0,1
"442034",2003,9,1,0,0,1,3,0,2,2,0,0,54
"184679",2001,7,5,9,9,1,1,0,2,4,0,0,2
"311980",2002,8,1,0,9,9,3,1,2,9,0,0,1128
"45818",2000,6,1,1,2,2,9,0,1,3,1,0,1
"845565.4",2007,5,1,0,9,9,3,0,9,9,0,0,1090
"678382",2005,8,1,1,9,4,3,0,2,1,0,0,16
"152233.3",2001,5,9,9,9,9,9,9,9,9,9,9,5653
"377129",2003,5,1,0,0,1,3,0,1,1,0,0,117
"1103097",2009,8,1,0,9,9,2,1,2,9,9,9,262
"394354.2",2003,5,9,9,9,9,9,9,9,9,9,9,6138
"548051",2004,7,4,9,9,0,9,1,2,1,0,0,1
"611504",2005,4,1,0,9,9,2,0,1,9,0,0,1805
"41747",2000,6,1,0,9,0,2,1,2,1,0,0,46
"189816",2001,8,1,0,9,9,3,1,2,9,1,9,431
"497782.4",2004,4,9,9,9,9,9,9,9,9,9,9,8771
"890705",2007,8,1,0,9,9,9,0,2,9,0,0,530
"908760",2007,10,1,0,1,1,9,0,2,9,1,1,16
"549599",2004,7,5,0,9,9,2,0,2,4,0,9,44
"420480",2003,7,1,0,9,9,9,1,2,1,0,0,342
"11901",2000,4,1,0,9,9,3,0,1,9,0,9,968
"189793",2001,8,1,0,9,9,3,0,2,9,9,9,30
"542178",2004,7,1,0,9,9,4,9,2,9,1,0,7
"412007",2003,6,5,0,9,0,9,0,9,2,0,0,11
"412844",2003,6,5,0,9,9,2,1,2,3,0,0,24
"73660",2000,8,1,1,9,3,9,9,2,1,0,9,1
"294260",2002,7,1,0,0,0,3,1,2,1,1,0,9
"658326",2005,6,9,9,9,9,2,9,9,9,1,0,64
"974325",2008,6,3,0,9,9,9,9,1,1,0,0,20
"454288",2003,10,1,0,9,0,2,0,2,1,0,0,27
"100988",2000,11,1,0,9,9,9,0,2,9,1,0,93
"461972",2003,11,1,0,1,2,2,0,2,2,1,0,10
"1062283.1",2009,5,3,0,9,9,3,0,1,1,0,0,196
"703347",2005,10,9,0,9,9,2,0,2,9,0,0,376
"623930",2005,5,1,0,2,4,2,0,3,1,0,0,6
"325468",2002,9,1,1,9,9,9,9,2,9,1,1,17
"441794",2003,8,9,9,9,9,9,9,2,9,1,9,131
"993488",2008,8,1,0,1,2,1,0,2,1,1,0,8
"785760",2006,8,1,0,9,9,2,0,2,9,0,0,2065
"200923",2001,9,1,0,9,9,3,0,2,9,1,9,266
"69608",2000,8,1,0,1,1,2,0,2,1,0,0,107
"423157",2003,7,1,9,9,0,9,9,2,9,0,0,52
"770960",2006,7,1,0,1,2,4,0,2,9,0,0,22
"59140",2000,7,1,0,9,0,1,0,2,3,0,0,7
"53321",2000,6,5,0,9,9,9,0,9,3,0,0,7
"469647",2003,12,1,0,1,4,2,0,2,1,1,0,4
"275997",2002,6,1,0,2,0,1,1,2,4,1,9,1
"908353",2007,10,1,0,0,9,2,0,2,9,0,0,9
"544994",2004,7,1,9,9,1,9,0,2,1,0,0,10
"845206",2007,5,1,0,9,4,9,0,1,1,0,0,492
"107900",2000,12,1,0,9,9,9,9,2,9,9,9,74
"1036019",2009,1,1,0,9,9,1,0,1,9,9,9,12
"725645",2006,3,9,0,9,2,2,0,1,9,1,0,5
"586938",2004,11,1,0,9,9,3,0,2,9,0,0,550
"523398",2004,6,1,0,9,9,9,9,9,9,1,1,93
"541004",2004,7,1,0,9,0,2,1,2,2,0,0,36
"970628",2008,6,1,1,9,9,1,9,9,9,0,0,13
"1030996",2008,12,1,1,9,9,2,0,2,9,0,0,120
"745211",2006,5,2,1,9,9,3,0,1,9,0,9,7
"373431",2003,4,5,0,1,4,3,0,1,9,0,0,1
"470094",2003,12,1,0,2,3,3,1,2,1,1,0,1
"210562",2001,10,1,0,9,4,2,0,2,2,1,0,6
"514708",2004,5,9,0,1,9,2,0,9,9,0,0,29
"336129",2002,10,2,0,9,9,2,0,2,9,1,0,106
"741102",2006,5,1,0,9,9,2,0,1,9,0,0,1126
"980553",2008,7,1,0,1,1,3,0,2,1,0,0,74
"772937",2006,7,1,0,9,2,2,9,2,9,0,0,99
"620170",2005,4,9,9,9,9,9,9,9,9,9,9,77
"323426",2002,9,1,0,9,9,3,0,2,9,1,1,212
"791772",2006,8,6,0,1,0,4,9,2,2,0,0,1
"141275",2001,5,1,1,0,3,2,0,1,1,0,9,1
"255619",2002,5,1,0,1,0,1,0,9,9,0,0,1
"260152.2",2002,5,1,0,9,9,2,0,3,9,0,0,507
"156643",2001,6,1,0,2,2,2,0,1,9,0,0,42
"545728",2004,7,2,0,9,9,2,0,2,9,0,0,710
"130026",2001,4,3,0,9,3,3,0,1,1,0,0,37
"831409",2007,4,1,0,1,4,3,0,1,4,0,0,19
"333470",2002,10,1,0,9,9,1,0,2,9,1,0,87
"1130764",2009,11,1,0,1,1,2,0,2,1,0,0,54
"900237",2007,9,1,0,2,1,2,0,2,4,1,0,22
"953017",2008,5,1,1,2,9,4,0,1,9,0,0,13
"844798",2007,5,1,0,9,3,3,0,1,2,0,0,56
"1009483",2008,9,1,9,9,9,2,9,2,9,0,1,1
"625086",2005,5,1,0,9,3,9,0,1,2,0,0,167
"15084",2000,4,2,9,9,9,3,0,1,9,0,9,742
"672057",2005,7,9,0,9,9,2,0,2,9,0,0,814
"695737",2005,10,1,0,1,1,2,0,2,9,0,0,155
"11194",2000,4,1,0,9,1,9,0,1,1,0,0,203
"1089943",2009,7,1,0,9,9,2,0,2,1,0,0,226
"233091",2001,13,9,1,1,2,2,0,2,9,0,0,3
"221916",2001,11,2,0,9,1,3,0,2,1,0,0,1
"417001",2003,7,1,0,1,0,2,0,2,2,0,0,75
"796135.1",2006,9,1,0,9,9,2,0,2,9,0,0,1915
"991830",2008,7,9,0,9,9,2,0,2,9,0,0,692
"937775",2008,4,1,0,2,1,1,0,1,3,0,9,2
"266386",2002,5,3,0,9,9,3,0,2,9,0,0,3
"612357",2005,4,1,1,1,2,3,0,1,3,0,0,7
"32144",2000,5,5,0,0,3,9,0,1,9,0,0,1
"48930",2000,6,2,9,9,9,4,0,3,9,1,9,14
"140751",2001,5,1,0,9,9,3,0,3,9,1,0,106
"644122",2005,6,1,0,9,9,2,0,3,9,1,0,164
"845567",2007,5,1,0,9,9,3,0,9,9,1,0,268
"133543",2001,4,5,9,9,9,9,9,9,1,9,9,284
"29702",2000,5,2,0,9,9,9,0,9,9,0,0,14
"272570",2002,6,1,0,0,1,1,0,1,4,0,0,2
"959959",2008,5,9,0,1,9,2,0,1,9,0,0,14
"426111",2003,7,4,1,9,9,9,1,2,1,1,1,1
"617075",2005,4,5,0,2,2,2,0,1,9,0,0,1
"159382",2001,6,1,0,9,9,2,0,1,9,1,0,200
"657883",2005,6,9,0,9,9,2,1,2,9,0,0,160
"522901",2004,6,1,0,9,9,2,1,2,9,0,0,745
"953196",2008,5,1,1,9,3,9,1,2,1,0,0,4
"1072007",2009,6,1,0,2,9,3,0,1,1,1,0,3
"1124782",2009,10,1,0,9,9,9,0,2,3,1,0,14
"176050",2001,7,1,0,2,4,4,1,2,2,0,0,4
"499912",2004,5,1,0,1,4,3,0,1,1,0,0,179
"364396",2003,4,1,0,0,2,9,0,1,2,0,0,17
"718172",2005,13,1,0,9,9,1,9,2,3,0,9,2
"363783",2003,3,9,0,1,9,3,0,1,9,0,0,10
"99070",2000,11,1,0,1,2,2,0,2,1,0,0,65
"763905",2006,6,3,0,9,2,3,0,9,9,0,0,10
"346567",2002,11,5,0,9,9,3,9,2,1,1,1,1
"170196",2001,6,5,0,9,9,9,0,1,2,0,0,5
"892990",2007,8,1,1,9,9,9,0,2,1,0,0,65
"868401",2007,6,3,0,9,3,9,0,2,2,0,0,37
"30087",2000,5,2,9,9,9,9,1,2,2,9,9,1
"824537",2007,1,1,0,1,4,3,0,1,4,1,0,1
"169263",2001,6,5,0,9,1,2,0,9,2,0,0,31
"295111",2002,7,1,0,1,0,2,9,2,1,0,0,10
"1081636",2009,6,5,0,0,3,9,0,1,1,9,0,1
"672899",2005,8,1,0,0,2,3,0,2,1,0,0,46
"831397",2007,4,1,0,1,4,3,0,1,1,0,0,139
"436893",2003,8,2,0,9,9,3,0,2,9,1,0,109
"689794",2005,9,1,1,9,9,2,0,2,4,1,1,5
"140568",2001,5,1,0,9,9,2,0,1,9,1,9,142
"321783",2002,9,1,0,2,0,3,9,2,1,0,0,3
"991711",2008,7,9,0,9,2,3,1,2,9,1,0,10
"1047076",2009,4,2,0,9,9,4,0,9,9,1,0,13
"180647",2001,7,2,0,9,9,3,0,2,9,0,0,252
"185887",2001,7,9,0,9,9,9,9,2,9,1,9,211
"383016.1",2003,5,1,0,9,9,9,9,9,9,9,9,2207
"15121",2000,4,2,9,9,9,4,0,3,9,0,9,56
"888502",2007,8,1,0,1,4,1,1,2,1,0,0,1
"918215",2007,11,1,0,9,9,9,0,2,1,0,0,170
"474659",2003,13,1,0,1,2,2,0,2,3,0,0,5
"28862",2000,5,1,9,9,9,2,0,1,9,0,9,1134
"625606",2005,5,1,0,9,9,2,0,2,9,0,0,318
"44103",2000,6,1,1,0,1,3,0,1,2,0,0,7
"159337",2001,6,1,0,9,9,1,1,2,9,1,9,38
"405888",2003,6,1,9,0,9,3,0,1,2,0,0,1
"673989",2005,8,1,0,1,3,3,0,2,3,1,1,1
"207686",2001,9,9,9,9,9,9,9,2,9,9,9,1105
"256873",2002,5,1,0,1,4,9,1,2,9,0,0,12
"255621",2002,5,1,0,1,0,1,0,9,9,1,1,1
"622834.1",2005,5,1,0,1,9,4,0,1,9,0,0,192
"408861",2003,6,3,0,9,2,3,0,2,1,0,0,1
"702256",2005,10,5,0,9,9,9,0,2,1,0,0,57
"1006609",2008,9,1,0,9,0,3,0,2,2,1,1,2
"298147",2002,7,1,0,9,4,3,1,2,1,0,0,108
"446921",2003,9,1,1,9,9,1,0,2,9,1,1,12
"527734",2004,6,1,9,9,9,9,9,9,2,9,9,198
"6800",2000,3,5,0,9,1,2,0,1,2,0,0,14
"420271",2003,7,1,0,9,9,2,0,2,9,0,0,3222
"1079959",2009,6,3,0,9,3,4,0,1,2,1,0,1
"260283",2002,5,1,0,9,9,3,0,1,9,0,9,325
"938850",2008,4,1,0,9,4,2,0,1,1,0,0,218
"30335",2000,5,3,0,1,3,3,0,1,1,0,0,11
"537229",2004,6,9,0,9,9,2,0,2,9,0,0,45
"140893",2001,5,1,0,9,9,4,1,2,1,0,0,20
"5702",2000,3,1,9,9,9,2,0,3,9,1,9,16
"523306",2004,6,1,0,9,9,9,0,9,9,0,0,205
"980198",2008,7,1,0,0,9,3,0,2,9,0,0,64
"274216",2002,6,1,0,1,1,2,0,1,9,0,0,57
"210786",2001,10,1,0,9,9,2,0,2,9,0,0,1066
"1027640",2008,11,9,0,1,1,2,0,2,9,1,0,11
"1088395",2009,7,1,0,2,1,9,0,2,4,0,0,30
"197584.1",2001,8,9,9,9,9,9,9,2,9,9,9,1933
"892962",2007,8,1,1,9,9,3,1,2,9,1,9,17
"234054",2002,2,1,0,1,3,2,0,1,4,0,0,1
"773598",2006,7,1,0,9,9,9,0,2,9,0,0,614
"757726.1",2006,6,1,0,9,9,9,0,9,9,0,0,540
"547157",2004,7,3,0,9,9,9,9,2,9,9,0,51
"1102709",2009,8,1,0,9,3,9,0,2,1,0,0,142
"1072398",2009,6,1,0,9,1,2,9,9,9,1,0,4
"827478",2007,3,1,0,9,9,3,0,1,9,0,0,792
"71841",2000,8,1,0,9,4,9,0,2,9,1,1,49
"526957",2004,6,1,1,9,9,4,0,1,1,0,0,16
"269750",2002,5,5,0,9,9,9,1,2,9,0,0,53
"833073",2007,4,1,0,9,4,9,0,1,1,1,0,110
"558817",2004,8,1,9,9,9,9,9,2,9,9,9,179
"266397",2002,5,3,0,9,9,3,0,9,1,0,0,8
"741143",2006,5,1,0,9,9,2,0,9,9,1,0,202
"470841",2003,12,1,0,9,9,2,0,2,9,1,0,414
"723010",2006,3,1,0,9,3,9,0,1,1,0,0,298
"306630",2002,7,6,0,0,0,2,1,2,2,1,0,1
"801994",2006,9,9,0,9,9,9,0,2,9,0,0,206
"47784",2000,6,1,9,9,9,9,9,9,2,9,9,318
"657715",2005,6,9,0,9,2,2,0,9,9,0,0,184
"624939",2005,5,1,0,9,3,2,0,1,1,0,0,54
"124344",2001,4,1,0,2,2,4,0,1,1,1,0,16
"679423",2005,8,2,0,9,9,1,1,2,9,1,0,1
"94758",2000,10,2,9,9,9,1,0,2,9,0,9,159
"805537",2006,10,1,1,1,1,9,9,2,9,1,1,3
"389116",2003,5,3,9,9,9,9,9,9,9,0,0,171
"324552",2002,9,1,1,2,1,2,0,2,1,0,0,21
"891257",2007,8,1,1,1,0,3,0,2,9,1,0,8
"503824",2004,5,1,0,9,9,9,9,9,9,9,9,2203
"549669",2004,7,5,0,9,9,3,0,2,4,1,0,1
"574759",2004,9,9,0,9,9,9,9,2,9,9,9,328
"657683",2005,6,9,0,9,1,2,1,2,9,0,0,39
"577968",2004,10,1,0,9,9,2,0,2,9,0,0,2143
"203562",2001,9,2,0,9,9,3,0,2,9,0,0,197
"861801",2007,6,1,0,9,9,3,0,3,9,0,0,235
"825488",2007,2,1,1,1,0,3,0,1,1,0,0,2
"563079",2004,8,5,9,9,9,9,9,2,2,9,9,93
"186157.2",2001,7,9,9,9,9,9,9,2,9,9,9,3141
"366507",2003,4,1,0,2,3,3,0,1,3,0,0,25
"19741",2000,4,9,0,9,9,3,0,9,9,9,0,1
"873534",2007,6,9,0,9,9,2,0,1,9,9,9,252
"1029037",2008,12,1,0,1,9,2,0,2,9,0,0,10
"907911",2007,10,1,0,0,1,2,0,2,3,0,0,24
"485847",2004,4,1,0,1,1,2,0,3,4,0,0,7
"118149",2001,3,1,0,9,9,2,0,1,4,0,0,6
"91119",2000,10,1,0,2,4,2,0,2,9,0,0,8
"491911",2004,4,2,0,9,9,3,0,9,9,0,0,203
"752661",2006,6,1,0,1,1,2,0,9,9,0,0,28
"164790",2001,6,2,0,9,9,2,0,3,9,1,9,34
"463756",2003,11,1,0,9,9,2,0,2,9,0,0,1810
"531150",2004,6,3,1,9,9,2,0,2,3,0,0,1
"501860",2004,5,1,0,2,9,3,1,2,9,0,0,32
"1059347",2009,5,1,1,9,9,2,0,9,9,0,0,96
"266524",2002,5,3,0,9,9,9,0,9,9,0,0,38
"1044315",2009,4,1,0,9,9,2,0,9,9,9,9,432
"537249",2004,6,9,0,9,9,2,0,9,9,0,0,467
"710101",2005,11,5,1,1,2,3,0,2,3,1,1,1
"409425",2003,6,3,0,9,9,9,0,1,9,1,0,24
"425152",2003,7,3,0,9,9,2,0,2,9,0,0,55
"326154",2002,9,2,0,9,4,9,1,2,2,0,0,3
"276477",2002,6,1,0,2,1,2,9,2,2,0,0,3
"14239.2",2000,4,1,9,9,9,3,0,9,9,0,9,1651
"611560.1",2005,4,1,0,9,9,2,0,9,9,0,0,598
"565012",2004,9,1,0,0,3,3,0,2,2,0,0,8
"643830",2005,6,1,0,9,4,9,0,2,1,0,0,303
"367990",2003,4,1,0,9,9,3,0,3,9,0,9,19
"726471",2006,4,1,0,0,9,3,9,1,4,1,0,1
"728985",2006,4,1,0,9,9,2,0,3,9,0,0,153
"648012",2005,6,1,1,9,9,3,0,1,9,1,0,26
"476357",2003,13,1,1,9,9,2,0,2,9,0,0,64
"189739",2001,8,1,0,9,9,2,1,2,9,0,0,931
"94191.1",2000,10,1,9,9,9,3,0,2,9,0,9,1175
"1030297",2008,12,1,1,1,1,2,0,2,1,0,0,13
"70456",2000,8,1,0,2,1,2,0,2,1,1,0,11
"540208",2004,7,1,0,2,1,3,1,2,4,0,0,7
"574362",2004,9,9,0,1,0,9,9,2,9,9,0,2
"474033",2003,12,9,0,9,9,3,0,2,9,1,0,25
"246405",2002,4,1,1,1,9,9,0,1,1,0,0,5
"1089968",2009,7,1,0,9,9,2,0,2,9,9,9,698
"62354",2000,7,1,1,9,9,2,1,2,9,1,9,106
"125742",2001,4,1,0,9,9,1,0,1,9,0,9,145
"401516",2003,6,1,0,9,9,2,0,1,9,0,0,2023
"132382",2001,4,5,0,9,9,2,0,1,9,0,9,78
"189450",2001,8,1,0,9,4,2,0,2,1,1,0,8
"861655.1",2007,6,1,0,9,9,2,0,2,9,0,0,425
"255868",2002,5,1,0,1,1,2,0,1,2,0,0,92
"1022385",2008,11,1,0,1,1,9,0,2,2,1,1,4
"497782.5",2004,4,9,9,9,9,9,9,9,9,9,9,8771
"47662.1",2000,6,1,9,9,9,3,1,2,9,1,9,1028
"409847",2003,6,3,1,9,9,9,0,2,9,0,0,17
"93923",2000,10,1,1,9,9,3,1,2,9,0,9,109
"1030",2000,2,1,0,2,1,2,0,1,1,0,0,2
"331318",2002,10,1,0,1,1,2,1,2,2,0,0,46
"960322",2008,5,9,0,9,9,2,9,9,9,0,0,362
"936755",2008,4,1,0,1,0,2,0,1,2,0,0,17
"1016297",2008,10,1,0,9,9,2,0,2,9,0,0,1453
"1123558",2009,10,1,0,2,1,2,0,2,3,1,0,13
"1005148",2008,9,1,0,1,2,3,0,2,9,0,0,51
"1016398",2008,10,1,0,9,9,4,0,2,9,0,0,84
"25591",2000,5,1,0,9,9,2,1,2,9,0,9,296
"539751",2004,7,1,0,1,9,2,0,2,4,0,0,4
"339514",2002,10,9,0,9,9,3,1,2,9,9,9,31
"187982",2001,8,1,0,2,0,3,0,2,2,1,0,6
"1004991",2008,9,1,0,1,1,3,9,2,9,1,1,13
"805726",2006,10,1,1,1,4,3,0,2,1,0,0,6
"508749",2004,5,3,0,1,9,4,0,1,1,0,0,3
"561377",2004,8,5,0,1,0,1,1,2,3,0,9,1
"901312",2007,9,1,0,9,4,3,0,2,2,1,0,12
"1114676",2009,9,1,0,9,3,4,0,2,1,1,0,5
"84292.1",2000,9,1,1,9,9,3,1,2,9,0,9,131
"333467",2002,10,1,0,9,9,1,0,2,9,0,0,275
"622727",2005,5,1,0,1,9,3,0,1,9,0,0,660
"577968.1",2004,10,1,0,9,9,2,0,2,9,0,0,2143
"735748",2006,4,9,0,9,2,1,0,1,9,0,0,10
"365643.1",2003,4,1,0,1,9,2,0,1,9,0,0,376
"996092",2008,8,1,0,9,9,3,1,2,9,1,0,138
"634227",2005,5,5,0,9,9,3,0,9,2,0,0,37
"988083",2008,7,3,0,9,4,9,0,2,1,1,0,25
"1073533.1",2009,6,1,0,9,9,3,0,2,9,0,0,242
"611613",2005,4,1,0,9,9,2,9,9,9,1,0,56
"757502.1",2006,6,1,0,9,9,3,0,1,9,0,0,752
"298220",2002,7,1,0,9,4,9,0,2,1,1,0,45
"409452",2003,6,3,0,9,9,9,0,9,1,0,0,25
"123094",2001,4,1,0,1,2,2,0,1,1,0,0,137
"901546",2007,9,1,0,9,9,3,0,2,9,1,1,190
"478890",2004,2,1,1,2,9,1,0,1,3,0,0,1
"62498",2000,7,1,1,9,9,9,9,2,9,1,9,50
"951610",2008,5,1,1,0,2,4,0,1,1,0,0,8
"156933",2001,6,1,0,2,3,2,0,1,1,0,0,21
"254990",2002,5,1,0,0,2,9,0,1,1,1,0,9
"226142",2001,12,1,0,2,4,9,1,2,9,1,0,1
"379116",2003,5,1,0,1,4,3,0,1,1,0,0,196
"144329.1",2001,5,1,9,9,9,9,9,9,1,9,9,585
"457566",2003,10,2,0,9,9,2,0,2,9,1,0,129
"612622",2005,4,1,1,1,9,9,0,9,9,1,0,4
"727254",2006,4,1,0,1,9,2,0,1,2,9,0,3
"990556",2008,7,6,0,0,3,2,0,2,1,0,0,2
"63519",2000,7,2,1,9,9,1,1,2,9,0,9,4
"722423",2006,3,1,0,1,4,2,0,1,1,0,0,6
"782067",2006,7,9,1,9,9,2,0,2,9,0,0,95
"62777",2000,7,1,9,9,9,2,0,2,9,0,9,1763
"420852",2003,7,1,1,0,4,2,0,2,1,0,0,7
"14221.5",2000,4,1,9,9,9,3,0,1,9,0,9,2937
"622898.1",2005,5,1,0,1,9,9,0,1,9,0,0,230
"27114",2000,5,1,1,1,9,9,9,1,9,0,0,3
"495870",2004,4,5,1,9,9,2,9,1,1,0,0,1
"800446",2006,9,5,0,2,0,1,0,2,4,1,1,1
"46635",2000,6,1,1,9,4,2,1,2,1,0,0,12
"15782",2000,4,3,0,9,9,9,0,1,9,0,0,494
"243824",2002,4,1,0,2,3,3,0,1,1,0,0,144
"109014",2000,12,1,9,9,9,2,0,2,9,0,9,880
"522988",2004,6,1,0,9,9,3,0,1,9,0,0,745
"523292",2004,6,1,0,9,9,9,0,9,1,0,0,518
"842468",2007,5,1,0,1,3,9,0,1,2,0,0,18
"415830",2003,6,9,0,9,9,9,9,9,9,9,9,1093
"875465",2007,7,1,0,1,2,3,0,2,9,0,0,114
"426009",2003,7,4,0,9,9,9,1,2,2,0,0,10
"154754",2001,6,1,0,1,2,4,0,1,1,1,0,14
"772675",2006,7,1,0,2,9,9,9,2,9,0,9,5
"368601",2003,4,1,1,1,0,3,0,1,2,0,9,1
"260324",2002,5,1,0,9,9,3,0,3,9,1,1,20
"241377.1",2002,3,9,9,9,9,9,9,9,9,9,9,3338
"134875.2",2001,4,9,9,9,9,9,9,9,9,9,9,7176
"259596",2002,5,1,0,9,3,9,0,1,9,0,0,407
"895265",2007,8,3,1,9,9,1,9,2,9,9,0,1
"258888",2002,5,1,0,9,0,2,0,9,1,0,0,14
"956564",2008,5,3,0,9,9,9,9,9,9,0,0,466
"166648",2001,6,3,0,9,9,2,0,2,9,0,0,7
"295139",2002,7,1,0,1,0,3,0,2,2,1,0,13
"232824",2001,13,5,9,9,9,1,9,2,9,0,9,3
"869418",2007,6,3,1,9,9,9,0,2,1,0,0,18
"939339",2008,4,1,0,9,9,4,9,9,9,0,0,72
"589283",2004,11,3,0,0,1,9,9,2,9,0,9,1
"991870",2008,7,9,0,9,9,3,0,2,9,9,9,123
"243019",2002,4,1,0,1,9,3,0,1,1,1,0,60
"1038668",2009,3,1,0,9,9,3,0,1,9,0,0,566
"1053967",2009,5,1,0,1,4,2,0,2,2,0,0,3
"996072",2008,8,1,0,9,9,3,0,2,9,0,0,1517
"272657",2002,6,1,0,0,1,2,0,9,9,0,0,26
"538606",2004,7,1,0,0,9,1,0,2,9,0,9,1
"662308",2005,7,1,0,9,4,3,0,2,1,1,1,20
"845438",2007,5,1,0,9,9,2,0,9,9,0,0,611
"951344",2008,5,1,0,9,9,9,0,1,1,0,0,199
"488456",2004,4,1,0,9,4,9,0,1,9,0,0,449
"185789",2001,7,9,0,9,9,2,0,2,9,0,0,121
"475574",2003,13,1,0,9,9,2,0,2,9,0,0,435
"729057",2006,4,1,0,9,9,3,0,1,9,0,0,1536
"132862",2001,4,5,1,2,9,3,0,1,4,0,0,1
"663938",2005,7,1,1,1,9,9,0,2,1,0,0,14
"983341",2008,7,1,0,9,9,2,0,2,9,1,0,570
"461019",2003,10,9,9,9,9,9,9,2,9,9,0,97
"332989",2002,10,1,0,9,1,9,0,2,1,0,0,22
"1034861",2008,13,1,1,9,9,3,0,2,9,1,0,27
"179551",2001,7,1,1,9,9,2,1,2,9,1,9,57
"58496.1",2000,7,1,0,2,1,2,0,2,9,1,0,19
"396451",2003,6,1,0,1,1,3,0,9,9,0,0,67
"254244",2002,4,9,0,9,9,9,9,9,9,9,9,1009
"646720",2005,6,1,1,2,2,3,0,1,2,1,0,4
"341488",2002,11,1,0,2,2,2,0,2,2,0,0,33
"102963",2000,11,2,0,9,4,3,0,2,9,1,1,1
"9895",2000,4,1,0,1,9,3,9,1,1,0,0,105
"1066787.1",2009,5,9,9,9,9,3,9,9,9,9,9,253
"684382",2005,8,9,1,9,1,2,0,2,9,0,0,40
"1142589",2009,13,1,0,9,4,9,0,2,9,1,1,5
"385716",2003,5,1,1,9,9,9,9,9,4,1,9,1
"1047614",2009,4,3,0,1,9,3,0,1,1,0,0,18
"68666",2000,7,9,9,9,9,2,0,2,9,0,9,478
"1044006",2009,4,1,0,9,4,2,0,1,1,0,0,225
"254422.3",2002,4,9,9,9,9,9,9,9,9,9,9,7723
"537260",2004,6,9,0,9,9,2,1,2,9,0,0,173
"509217",2004,5,3,0,9,4,9,0,1,9,1,1,8
"1000562",2008,8,3,0,9,9,9,9,2,1,0,0,14
"1113833",2009,9,1,0,2,2,2,0,2,9,1,0,21
"293700",2002,6,9,0,9,9,2,1,2,9,0,0,172
"245536",2002,4,1,0,9,9,4,1,2,9,0,0,127
"887263",2007,8,1,0,0,2,3,1,2,1,0,0,14
"344317",2002,11,1,1,9,9,2,0,2,9,0,9,108
"700552",2005,10,3,0,1,2,9,9,2,9,1,9,1
"279586",2002,6,1,0,9,9,2,1,2,1,0,0,250
"118112",2001,3,1,0,9,9,1,0,1,9,0,9,106
"372179",2003,4,3,0,9,4,9,0,1,9,0,0,349
"979755",2008,7,1,0,0,2,3,0,2,3,1,0,5
"1104050",2009,8,1,1,1,2,1,0,2,3,0,0,8
"210790",2001,10,1,0,9,9,2,0,2,9,1,1,341
"392207",2003,5,5,1,9,3,1,0,1,2,0,0,1
"338100",2002,10,5,0,9,2,1,0,2,1,0,0,5
"951220",2008,5,1,0,9,9,3,1,2,9,0,0,236
"890705.1",2007,8,1,0,9,9,9,0,2,9,0,0,530
"1040913",2009,3,9,0,9,9,3,9,9,9,0,0,294
"933373",2008,3,1,0,9,3,9,0,1,2,0,0,20
"794197",2006,9,1,0,1,2,2,0,2,9,0,0,44
"197364",2001,8,9,1,0,2,2,0,2,9,1,0,1
"835860",2007,4,2,0,9,9,2,0,1,9,0,0,277
"803734",2006,10,1,0,2,0,4,0,2,1,1,0,1
"850526",2007,5,3,0,9,4,3,0,1,1,0,0,94
"483715",2004,3,5,0,9,1,3,0,1,3,0,0,7
"709685",2005,11,5,0,9,0,2,0,2,1,0,0,7
"237583",2002,3,1,0,9,9,3,0,1,9,0,0,1475
"1056832",2009,5,1,0,9,9,2,0,1,9,9,9,274
"4472",2000,3,1,0,9,9,3,0,1,9,0,9,367
"936057",2008,3,9,9,9,9,9,9,9,9,9,0,30
"486169",2004,4,1,0,1,3,3,0,1,1,0,0,199
"731696.1",2006,4,2,0,9,9,3,0,1,9,0,0,403
"197347",2001,8,9,0,9,9,9,9,2,9,9,9,516
"197251",2001,8,9,0,9,9,2,0,2,9,0,9,373
"530254",2004,6,3,0,9,3,9,0,2,9,0,0,64
"21458",2000,5,1,0,1,1,2,0,1,2,0,0,113
"625999",2005,5,1,0,9,9,9,0,9,1,0,0,432
"62777.1",2000,7,1,9,9,9,2,0,2,9,0,9,1763
"861698",2007,6,1,0,9,9,2,1,2,9,0,0,345
